"ID","Region","File_Path","biomass|b","abundance","spawning biomass|sb","spawning stock biomass|ssb","mature biomass","spawners","effective spawning output","unfished","virgin","initial equilibrium","unfished equilibrium","recruitment","recruits","recruit","age 0 fish","age 1 fish","catch","harvest","total removals","catch per unit effort|cpue","catch rate","index of abundance","catch per effort","fishing success","landings","retained catch","spawner per recruit|spr","spawning potential ratio","maximum sustainable yield|msy","instantaneous total mortality rate|z","fishing mortality|f","instantaneous fishing mortality rate","harvest rate","exploitation rate","finite fishing mortality","apical f","fishing mortality at maximum sustainable yield|fmsy","mass","length composition","length frequency","length observation","size frequency","size composition","age composition","age frequency","age observation","projection","sex","gender","plus group"
"1","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/BightRedfish2019.pdf",0.13,0.03,0.04,0.02,0,0,0,0,0.01,0,0,0.06,0,0,0,0,0.05,0.01,0,0.06,0.01,0,0,0,0.01,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0.01,0,0,0,0,0,0
"2","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/BlueGrenadier2021.pdf",0.11,0.01,0.05,0.01,0,0,0,0,0.01,0,0,0.04,0,0,0,0,0.05,0.01,0,0.03,0.01,0,0,0,0.01,0,0,0,0,0,0.52,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0.01,0,0
"3","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/DeepwaterFlatheadPreliminary2019.pdf",0.15,0.04,0.04,0.01,0,0,0,0,0.01,0,0,0.04,0,0,0,0,0.06,0.02,0,0.03,0.01,0,0,0,0.01,0,0,0,0.01,0,0.48,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0
"4","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/Gummy-assessment-report-Dec2020.pdf",0.04,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0.01
"5","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/JackassMorwongE2021.pdf",0.08,0.02,0.02,0.03,0,0,0,0,0,0,0,0.14,0,0,0,0,0.07,0.01,0,0.04,0.02,0,0,0,0.01,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0
"6","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/JackassMorwongWest2018.pdf",0.1,0.03,0.02,0.02,0,0,0,0,0,0,0,0.05,0,0,0,0,0.09,0.01,0,0.03,0.03,0,0,0,0.01,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0
"7","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/Macquarie-Island-Patagonian-Toothfish-2019-Stock-Assessment-Report.pdf",0.07,0.02,0.04,0.02,0,0,0,0.01,0,0,0,0.04,0,0,0,0,0.08,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0.54,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0.01,0.02,0
"8","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/Redfish2020.pdf",0.09,0.01,0.06,0.01,0,0,0,0,0.01,0,0,0.1,0,0,0,0,0.06,0,0,0.05,0.01,0,0,0,0.02,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0.01,0,0,0,0,0,0
"9","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/SchoolWhiting2020.pdf",0.07,0,0.04,0.02,0,0,0,0.01,0,0,0,0.09,0,0,0,0,0.09,0.01,0,0.08,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0,0,0
"10","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/SilverWarehouPreliminary2018.pdf",0.08,0.03,0.05,0.01,0,0,0,0.01,0.01,0,0,0.07,0,0,0,0,0.02,0,0,0.06,0,0,0,0,0.01,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0.04,0.01,0,0,0,0.01,0,0,0,0,0,0
"11","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/Stock assessment of the Joseph Bonaparte Gulf redleg banana prawn (Penaeus indicus) fishery to 2021.pdf",0.12,0.01,0.04,0,0,0,0,0,0,0,0,0.05,0.01,0.01,0,0,0.07,0.04,0,0.06,0,0,0,0,0,0,0,0,0.04,0,0.67,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"12","Australia-Federal","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Federal/TigerFlathead2019.pdf",0.08,0.02,0.04,0.01,0,0,0,0,0.01,0,0,0.1,0,0,0,0,0.12,0.01,0,0.02,0.01,0,0,0,0,0,0,0,0.01,0,0.49,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0
"13","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/2021-sardine-fishery-stock-assessment.pdf",0.18,0.01,0.09,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.08,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0.72,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0.01,0,0
"14","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/2021 assessment of the status of the West Coast Demersal Scalefis.pdf",0.13,0.02,0.01,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.11,0.01,0,0.09,0,0.01,0,0,0,0.01,0.02,0,0.07,0,0.58,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"15","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/FINAL_RL-Stock-Assessment-Report-201718-final-150319-for-email.pdf",0.06,0.02,0,0,0,0,0,0,0,0,0,0.03,0.01,0.01,0,0,0.13,0.08,0,0.18,0.02,0,0,0,0,0,0,0,0,0,0.51,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/Fisheries Research Report 319_ Resource Assessment Report for Aus.pdf",0.09,0.02,0.02,0,0,0,0,0,0,0,0,0.08,0,0.01,0,0,0.15,0.02,0,0.01,0.02,0,0,0,0.01,0,0.03,0.01,0.07,0,0.72,0,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0
"17","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/Harvestable_biomass_of_Katelysia_spp._in_the_South_Australian_Vongole_Fishery.pdf",0.34,0.01,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.07,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/nz-rock-lobster-2019-20-assessment.pdf",0.07,0.01,0,0,0,0.01,0,0.01,0,0,0,0.04,0,0,0,0,0.21,0.01,0,0.07,0.03,0,0,0,0,0,0,0,0,0,0.55,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
"19","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/RL_Stock_Assessment_2017-19_Final_June_2019.pdf",0.08,0.01,0.01,0,0,0,0,0.01,0.02,0,0,0.09,0,0.01,0,0,0.12,0.01,0,0.08,0,0,0,0,0,0,0,0,0,0.01,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/rr2016-0822_torres_strait_rock_lobster_final_report_2019_on_fishery_surveys_cpue_stock_assessment_and_harvest_control_rule_development.pdf",0.14,0.06,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.14,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"21","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/Snapper_Chrysophrys_auratus_Fishery_Assessment.pdf",0.17,0.01,0.04,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.09,0.02,0,0.04,0.01,0,0,0,0,0,0,0,0,0.01,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"22","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/sz-rock-lobster-2019-20-assessment.pdf",0.07,0.02,0,0,0,0,0,0.01,0,0,0,0.03,0,0,0,0,0.22,0.01,0,0.08,0.04,0,0,0,0,0,0,0,0,0.01,0.54,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0
"23","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/Torres Strait Spanish mackerel stock assessment with data to June 2021.pdf",0.13,0.01,0.02,0,0,0,0,0.01,0,0,0,0.03,0,0,0,0,0.14,0.08,0,0,0.04,0,0,0,0,0,0,0,0.01,0.01,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Barramundi Stock Assessment 2019 Final.pdf",0.16,0.01,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0.13,0.1,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Black teatfish stock assessment 2021.pdf",0.24,0.01,0.01,0,0,0,0,0.02,0.01,0,0,0.06,0,0,0,0,0.08,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/blue swimmer crab stock assessment report 2020.pdf",0.36,0.04,0.01,0,0,0,0,0.01,0.01,0,0,0.04,0,0,0,0,0.09,0.13,0,0,0.02,0.01,0,0,0,0,0,0,0.01,0,0.55,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.01,0,0
"27","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/BWF_StockAssessmentReport_2019_FINAL.pdf",0.1,0.01,0.01,0,0,0,0,0.02,0,0,0,0.03,0,0,0,0,0.06,0.05,0,0,0.01,0,0,0,0,0,0,0,0.02,0,0.79,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.02,0,0,0.01,0,0
"28","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Common coral trout stock assessment 2020.pdf",0.07,0.02,0.01,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.05,0.09,0,0,0.01,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0
"29","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Eastern king prawn stock assessment report 2020.pdf",0.09,0.04,0.03,0,0,0,0,0.01,0.01,0,0,0.05,0,0.01,0,0,0.15,0.06,0,0,0.04,0,0,0,0,0,0,0,0.04,0,0.49,0,0.01,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.01,0,0
"30","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Grey_mackerel_stock_assessment_report_2019_final.pdf",0.11,0,0,0,0,0,0,0.02,0.01,0,0,0.04,0,0,0,0,0.08,0.15,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0.56,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/King threadfin stock assessment 2020.pdf",0.08,0.02,0.03,0,0,0,0,0.02,0,0,0,0.02,0.01,0,0,0,0.09,0.09,0,0,0.04,0,0,0,0,0,0,0,0.01,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"32","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Mudcrab Catch-MSY Final.pdf",0.55,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.12,0.11,0,0,0,0,0,0,0,0,0,0,0.07,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Mullet_stock_assessment_report_2018.pdf",0.13,0,0.01,0,0,0,0,0,0.02,0,0,0.03,0,0,0,0,0.16,0.08,0,0,0.03,0,0,0,0.02,0,0,0,0.02,0,0.51,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0.02,0.01,0
"34","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/redthroat emperor stock assessment report 2020.pdf",0.08,0.01,0.01,0,0,0,0,0.01,0,0,0,0.03,0,0,0,0,0.07,0.09,0,0,0.02,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
"35","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Saddletail snapper stock assessment report 2021.pdf",0.1,0.01,0.02,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.07,0.08,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
"36","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/SnapperStockAssessment2018V3.pdf",0.05,0.02,0.01,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.2,0.07,0,0,0.04,0.01,0,0,0,0,0,0,0.01,0.01,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Spanish mackerel EC stock assessment report 2021.pdf",0.11,0.02,0.04,0,0,0,0,0.02,0.02,0,0,0.03,0.01,0,0,0,0.12,0.06,0,0,0.03,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"38","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Spanish mackerel GOC stock assessment report 2019.pdf",0.09,0.01,0.02,0.01,0,0,0,0.02,0.02,0,0,0.04,0,0,0,0,0.11,0.14,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
